studyid,waveparticipated,w1weight_full,w1survey_yr,cohort,geduc1,geduc2,geducation,gemployment2010,gp1,gurban_i,gcendiv,gcenreg,gmilesaway,gmilesaway2,w1q01,w1q02,w1q03,w1q19a,w1q19b,w1q19c,w1q19d,w1q20_t_verb,w1q30_1,w1q30_2,w1q30_3,w1q30_4,w1q30_5,w1q32,w1q33,w1q34,w1q35,w1q36,w1q37,w1q38,w1q39_1,w1q39_2,w1q39_3,w1q39_4,w1q39_5,w1q39_6,w1q39_7,w1q39_8,w1q39_9,w1q39_10,w1q39_11,w1q39_12,w1q39_t_verb,w1q45,w1q46,w1q47,w1q48,w1q49,w1q50,w1q51,w1q52,w1q64_1,w1q64_2,w1q64_3,w1q64_4,w1q64_5,w1q64_6,w1q64_7,w1q64_8,w1q64_9,w1q64_10,w1q64_11,w1q64_12,w1q64_13,w1q64_t_verb,w1q65,w1q69,w1q72,w1q74_5,w1q74_6,w1q74_10,w1q74_11,w1q74_14,w1q74_17,w1q74_18,w1q74_20,w1q74_21,w1q74_22,w1q74_23,w1q75,w1q76,w1q77a,w1q77b,w1q77c,w1q77d,w1q77e,w1q77f,w1q78,w1q79,w1q89,w1q101,w1q102,w1q103,w1q104,w1q105,w1q106,w1q107,w1q108,w1q109,w1q110,w1q111,w1q112,w1q113,w1q114,w1q115,w1q116,w1q117,w1q119,w1q120,w1q121,w1q122,w1q123a,w1q123b,w1q123c,w1q123d,w1q124,w1q134,w1q135a,w1q135b,w1q135c,w1q135d,w1q135e,w1q135f,w1q136_1,w1q136_2,w1q136_3,w1q136_4,w1q136_5,w1q136_6,w1q136_7,w1q136_8,w1q136_9,w1q136_10,w1q137,w1q138,w1q139_1,w1q139_2,w1q139_3,w1q139_4,w1q139_5,w1q139_6,w1q139_7,w1q139_8,w1q139_9,w1q139_10,w1q140,w1q141_1,w1q141_2,w1q141_3,w1q141_4,w1q141_5,w1q141_6,w1q141_7,w1q141_8,w1q141_9,w1q141_10,w1q142a,w1q142b,w1q142c,w1q142d,w1q142e,w1q142f,w1q142g,w1q142h,w1q142i,w1q142j,w1q142k,w1q143_1,w1q143_2,w1q143_3,w1q143_4,w1q143_5,w1q143_6,w1q143_7,w1q143_8,w1q143_9,w1q143_10,w1q145_1,w1q145_2,w1q145_3,w1q145_4,w1q145_5,w1q145_6,w1q145_7,w1q145_8,w1q145_9,w1q145_10,w1q146a,w1q146b,w1q146c,w1q146d,w1q146e,w1q146f,w1q146g,w1q146h,w1q146i,w1q146j,w1q146k,w1q146l,w1q162,w1q163_1,w1q163_2,w1q163_3,w1q163_4,w1q163_5,w1q163_6,w1q163_7,w1q163_8,w1q163_9,w1q163_10,w1q166,w1q167,w1q168,w1q169,w1q170_1,w1q170_2,w1q170_3,w1q170_4,w1q171_1,w1q171_2,w1q171_3,w1q171_4,w1q171_5,w1q171_6,w1q171_7,w1q171_8,w1q171_9,w1q172,w1q173,w1q174,w1q175,w1q176,w1q177_1,w1q177_2,w1q177_3,w1q177_4,w1q177_5,w1q177_6,w1q177_7,w1q177_8,w1q177_9,w1q177_10,w1q177_11,w1q177_12,w1q178,w1q179,w1q180,w1q181,w1q182,w1q183,w1q184,w1q185,screen_race,w1race,w1sample,w1sex,w1gender,w1sex_gender,w1age,w1sexualid,w1sexminid,w1pinc,w1pinc_i,w1hinc_i,w1poverty_i,w1povertycat_i,w1conversion,w1conversionhc,w1conversionrel,w1ace_i,w1ace_emo_i,w1ace_inc_i,w1ace_ipv_i,w1ace_men_i,w1ace_phy_i,w1ace_sep_i,w1ace_sex_i,w1ace_sub_i,w1auditc_i,w1childgnc_i,w1connectedness_i,w1dudit_i,w1everyday_i,w1feltstigma_i,w1hcthreat_i,w1idcentral_i,w1internalized_i,w1kessler6_i,w1lifesat_i,w1meim_i,w1socialwb_i,w1socsupport_fam_i,w1socsupport_fr_i,w1socsupport_i,w1socsupport_so_i,grespondent_date_w2,gsurvey,gp2,grace,grespondent_date_w3,wave3,nopolicecontact
154172860,1,0.5560278158692,2016,2,3,2,5,4.0,2.0,1,2,1,5.9337859402,0.0,7.0,9.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,7.0,2.0,1.0,4.0,6.0,6.0,,,,4.0,,,,,,,,,,6.0,11.0,13.0,12.0,12.0,16.0,13.0,1.0,,,3.0,,,,,,,,,,,,2.0,3.0,30.0,,,,,,17.0,,,,22.0,,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,26,97.0,97.0,2.0,26.0,97.0,97.0,2.0,26,97.0,97.0,2.0,1.0,26.0,97.0,97.0,1.0,97,97.0,97.0,2.0,1.0,3.0,1.0,4.0,97.0,4.0,4.0,2.0,4.0,4.0,4.0,,,,,,6.0,,8.0,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,6.0,,8.0,,,,,,,,,,,,,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,8.0,,,2.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,,,,,5.0,,7.0,,,10.0,2.0,9.0,2.0,2.0,,2.0,,,,,,,,,,,1.0,2.0,2.0,4.0,1.0,7,7,7,3,3,1,2,2,2,37,3,1.0,9.0,9,10,0.0,4.0,0,0,0,6,1,0,1,0,1,1,1,1,8,2,3.0,20,2.111111164093,1.0,1.75,4.0,1.0,12,6.1999998092651,3.6666667461395,4.0,6.75,6.25,6.5833334922791,6.75,,,,,,,
154174494,1,2.5898792339802,2016,1,1,1,1,1.0,1.0,1,5,3,13.6131882987,0.0,7.0,10.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,1.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,,3.0,,,6.0,7.0,,,10.0,,,,14.0,17.0,18.0,14.0,17.0,20.0,20.0,2.0,,,,,,,,,,,,,13.0,AHF,,2.0,2.0,,,,,,,,,21.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,1.0,1.0,1.0,97.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,,4.0,,,7.0,,,,1.0,2.0,,,,4.0,,,7.0,,,10.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,7.0,,,,,,,4.0,,,7.0,,,10.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,,,,4.0,,,7.0,,,10.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,5.0,2.0,4.0,2.0,3.0,,,3.0,4.0,,,,,,,,,2.0,1.0,1.0,5.0,1.0,7,7,7,1,6,1,2,2,2,24,3,1.0,4.0,4,5,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,3.7142858505249,0,3.222222328186,3.6666667461395,3.0,4.1999998092651,1.3999999761581,18,4.8000001907349,3.0,4.0666666030884,4.0,4.25,4.1666665077209,4.25,,,,,,,
154177092,2,2.3695459663584,2016,1,1,1,2,1.0,3.0,1,7,3,181.7185245898,1.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,,1.0,,,,,1.0,1.0,1.0,2.0,4.0,6.0,2.0,,,,,,,,,,,11.0,,,5.0,11.0,12.0,11.0,11.0,14.0,10.0,1.0,,,,4.0,,,,,,,,,,,1.0,1.0,25.0,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,6.0,3.0,7.0,3.0,97,13.0,20.0,3.0,97.0,13.0,20.0,3.0,97,15.0,,2.0,1.0,20.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,4.0,1.0,4.0,4.0,2.0,,2.0,,4.0,5.0,,7.0,,,,3.0,2.0,1.0,2.0,,4.0,5.0,,7.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,5.0,,7.0,,,,1.0,2.0,,4.0,5.0,,7.0,,,,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,,,,,,,,,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,,2.0,,,,,,,,2.0,1.0,2.0,2.0,3.0,,,,,5.0,6.0,,,,,,,6.0,11.0,1.0,4.0,1.0,7,7,7,3,2,1,1,1,1,22,2,1.0,2.0,2,2,1.0,1.0,1,0,1,8,1,1,1,1,1,1,1,1,6,1,4.0,2,3.888888835907,5.0,4.0,5.0,1.6000000238419,11,4.0,5.0,3.1333334445953,4.0,4.0,4.6666665077209,6.0,20984.0,,,,,,
154209019,3,0.3423681480135,2016,3,3,2,5,1.0,2.0,1,2,1,13.4913778902,0.0,6.0,9.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,20.0,1.0,1.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,18.0,19.0,19.0,19.0,19.0,20.0,19.0,5.0,,,3.0,,,,,,,,,,,,2.0,2.0,20.0,,,,,,,,,,,,2.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,3.0,2.0,3.0,97.0,1.0,2.0,1.0,3.0,3.0,4.0,,,,,,,,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,1.0,1.0,1.0,1.0,,,4.0,1.0,,,,,,,,,11.0,4.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,13.0,13.0,6.0,1.0,7,7,7,1,6,1,1,1,1,54,2,1.0,10.0,10,11,0.0,4.0,0,0,0,2,1,0,0,0,1,0,0,0,4,1,3.0,0,1.0,3.0,3.0,5.1999998092651,1.0,2,3.4000000953674,2.6666667461395,5.0,7.0,6.25,6.75,7.0,,2.0,,1.0,21411.0,1.0,1.0
154212749,1,0.3400221616253,2016,3,3,2,5,1.0,,1,5,3,3.4808164209,0.0,6.0,7.0,3.0,2.0,1.0,2.0,2.0,,,2.0,,,,2.0,97.0,7.0,7.0,7.0,4.0,4.0,,,,,,,,,,10.0,,,,13.0,15.0,21.0,13.0,15.0,15.0,14.0,4.0,,,,,,,,8.0,,,,,,,2.0,2.0,8.0,5.0,,,11.0,,,18.0,,,,23.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,7.0,3.0,97,19.0,39.0,2.0,24.0,97.0,97.0,2.0,24,97.0,97.0,2.0,1.0,24.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,1.0,1.0,4.0,19.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,5.0,,7.0,,,10.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,5.0,,7.0,,,10.0,1.0,,,,5.0,6.0,7.0,,,10.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,1.0,3.0,1.0,,,,4.0,1.0,,,,,,,,,6.0,2.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,3.0,1.0,5.0,1.0,7,7,7,1,6,1,2,2,2,56,3,1.0,6.0,6,6,0.0,3.0,1,0,1,5,1,0,0,1,1,0,1,1,1,3,3.0,9,1.222222328186,2.0,1.0,2.5999999046326,1.0,2,3.2000000476837,3.6666667461395,4.0666666030884,5.5,5.25,5.4166665077209,5.5,,,,,,,
154215714,4,0.4002205102008,2016,3,3,2,5,6.0,,1,2,1,24.9991606273,0.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,97.0,7.0,7.0,7.0,2.0,2.0,,,3.0,,,,,,,,,,,13.0,19.0,19.0,19.0,28.0,52.0,98.0,5.0,,,,,,,,8.0,,,,,,,2.0,3.0,10.0,,,,,14.0,,,,,,23.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,6.0,6.0,1.0,3.0,97,17.0,51.0,1.0,97.0,97.0,97.0,3.0,97,17.0,51.0,1.0,97.0,97.0,97.0,97.0,3.0,97,,,2.0,3.0,5.0,1.0,4.0,97.0,4.0,1.0,1.0,4.0,4.0,3.0,,2.0,,,,,,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,8.0,,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,8.0,,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,,,,,,,,,9.0,7.0,2.0,4.0,2.0,3.0,,,3.0,4.0,,,,,,,,,2.0,1.0,1.0,5.0,1.0,7,7,7,1,6,1,1,1,1,53,2,1.0,4.0,4,7,0.0,4.0,0,0,0,3,1,0,0,0,1,0,1,0,2,3,3.0,0,1.5555555820465,2.0,3.5,5.0,1.7999999523163,10,3.4000000953674,3.1666667461395,3.4000000953674,5.5,6.0,6.0833334922791,6.75,21017.0,1.0,,1.0,21398.0,1.0,1.0
154218098,2,1.211629938159,2016,1,2,2,4,1.0,2.0,1,9,4,42.2397039834,0.0,6.0,9.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,3.0,1.0,1.0,4.0,4.0,4.0,,,3.0,,,,,,,,,,,6.0,14.0,14.0,10.0,14.0,17.0,19.0,2.0,,,,,,,,,,,,,13.0,Medical,1.0,2.0,4.0,,,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,5.0,7.0,3.0,97,14.0,19.0,1.0,97.0,97.0,97.0,3.0,97,14.0,19.0,1.0,97.0,97.0,97.0,97.0,2.0,15,97.0,97.0,1.0,1.0,1.0,4.0,4.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,,,5.0,,7.0,,,,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,,,,,6.0,,8.0,,,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,4.0,5.0,3.0,2.0,3.0,,,,4.0,,,,,,,,,1.0,13.0,2.0,5.0,1.0,7,7,7,3,3,1,1,1,1,22,2,1.0,3.0,3,4,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.2857141494751,0,1.4444444179535,3.0,2.5,3.7999999523163,2.2000000476837,13,3.4000000953674,3.3333332538605,3.8666665554047,3.75,5.75,5.25,6.25,21067.0,,,,,,
154219038,4,0.5964436358691,2016,3,1,1,2,6.0,2.0,1,9,4,42.860186218,0.0,4.0,98.0,,2.0,2.0,2.0,1.0,,1.0,2.0,,,,2.0,97.0,7.0,7.0,7.0,6.0,6.0,,,,,,,,,9.0,,,,,4.0,12.0,99.0,4.0,38.0,35.0,99.0,5.0,,,,,,,,8.0,,,,,,,2.0,1.0,28.0,,,10.0,,,,,,,22.0,,1.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,97,13.0,45.0,3.0,97.0,12.0,45.0,3.0,97,12.0,45.0,3.0,6.0,97.0,12.0,45.0,1.0,97,97.0,97.0,3.0,3.0,5.0,3.0,5.0,97.0,4.0,4.0,3.0,4.0,4.0,2.0,,,,,,6.0,,8.0,,10.0,4.0,4.0,,,,,,6.0,,8.0,,10.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,6.0,,8.0,,10.0,1.0,,,,,6.0,,8.0,,10.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,,,10.0,1.0,1.0,3.0,1.0,,,,4.0,,,,,,,,,9.0,4.0,1.0,4.0,1.0,2.0,,2.0,,,,,,,,,,,1.0,10.0,13.0,5.0,1.0,7,7,7,1,6,1,2,5,4,59,4,2.0,4.0,4,4,0.0,2.0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,3.2857141494751,2,2.3333332538605,3.3333332538605,5.0,5.8000001907349,2.4000000953674,11,1.3999999761581,3.5,2.5333333015442,2.0,1.25,1.6666666269302,1.75,20989.0,1.0,,1.0,21375.0,1.0,
154225543,4,3.3329373753085,2016,2,1,1,2,4.0,,1,3,2,20.8749769531,0.0,4.0,7.0,2.0,1.0,2.0,2.0,1.0,,,2.0,,,,1.0,12.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,11.0,,,16.0,17.0,17.0,16.0,16.0,16.0,16.0,2.0,,,3.0,,,,,,,,,,,,2.0,3.0,11.0,,,,11.0,,,,,,,,2.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,97,17.0,20.0,1.0,97.0,97.0,97.0,2.0,17,97.0,97.0,1.0,97.0,97.0,97.0,97.0,3.0,97,17.0,17.0,1.0,1.0,1.0,1.0,5.0,97.0,4.0,1.0,1.0,4.0,4.0,4.0,,,,,,,,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,6.0,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,2.0,,,,6.0,,,,,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,6.0,,,,5.0,5.0,5.0,2.0,2.0,,2.0,3.0,,,,,,,,,,1.0,12.0,1.0,6.0,1.0,7,7,7,1,6,1,1,1,1,39,4,2.0,5.0,5,5,0.0,2.0,0,0,0,5,1,0,0,1,1,1,0,1,0,2,2.5714285373688,0,2.5555555820465,3.0,2.0,1.0,1.0,4,4.0,3.0,3.4000000953674,5.0,4.0,5.0833334922791,6.25,21080.0,1.0,,1.0,21445.0,1.0,1.0
154225586,1,0.6223267830925,2016,1,3,2,5,4.0,2.0,1,5,3,10.3879580246,0.0,6.0,10.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,2.0,97.0,7.0,7.0,7.0,7.0,5.0,,,,,,,,,,10.0,,,,18.0,18.0,20.0,14.0,19.0,24.0,19.0,5.0,,,,4.0,,,,,,,,,,,2.0,3.0,7.0,,,,,,,,,,,,1.0,1.0,3.0,5.0,3.0,4.0,1.0,5.0,2.0,1.0,3.0,2.0,24,97.0,97.0,1.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,3.0,1.0,3.0,1.0,3.0,97.0,2.0,2.0,1.0,2.0,4.0,4.0,,,,,,,,,,10.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,,,,,,,7.0,,,10.0,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,,,,,5.0,,,,,12.0,3.0,5.0,1.0,1.0,,2.0,,4.0,,,,,,,,,2.0,1.0,1.0,3.0,1.0,7,7,7,1,6,1,2,2,2,26,3,1.0,5.0,5,12,0.0,4.0,0,0,0,3,1,0,1,0,1,0,0,0,7,3,4.0,0,1.0,1.6666666269302,2.0,5.0,1.0,9,6.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,,,,
154226316,4,0.8847291729407,2016,1,3,2,5,6.0,,1,7,3,79.0997995479,1.0,5.0,7.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,11.0,,,14.0,15.0,15.0,15.0,15.0,15.0,99.0,2.0,,,3.0,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,3.0,97,14.0,16.0,2.0,15.0,97.0,97.0,3.0,97,14.0,16.0,2.0,1.0,15.0,97.0,97.0,3.0,97,14.0,16.0,1.0,1.0,5.0,1.0,3.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,7.0,8.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,2.0,,,,6.0,,8.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,6.0,,,,9.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,10.0,13.0,6.0,1.0,7,7,7,1,6,1,1,1,1,26,2,1.0,1.0,1,9,0.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3.2857141494751,0,1.111111164093,2.3333332538605,2.5,3.4000000953674,2.2000000476837,4,5.1999998092651,3.0,4.2666668891907,6.75,6.0,6.5833334922791,7.0,20969.0,1.0,,1.0,21334.0,1.0,1.0
154226982,4,0.6216553251739,2016,1,3,2,5,1.0,2.0,1,1,1,4.6129475569,0.0,6.0,8.0,2.0,1.0,1.0,2.0,2.0,,,,,,5.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,,,,,,,,,,12.0,dapper,24.0,99.0,24.0,20.0,99.0,24.0,99.0,5.0,,,,4.0,,,,,,,,,,,2.0,2.0,20.0,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,6.0,6.0,7.0,3.0,97,13.0,25.0,1.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,3.0,5.0,4.0,4.0,3.0,97.0,1.0,2.0,1.0,1.0,4.0,1.0,,,,,,,,,,,3.0,1.0,1.0,2.0,,4.0,,,,8.0,,10.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,8.0,,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,8.0,,10.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,4.0,1.0,4.0,1.0,2.0,,2.0,,,,,,,,,,,1.0,9.0,5.0,6.0,1.0,7,7,7,1,6,1,1,5,3,26,8,3.0,4.0,4,4,0.0,2.0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,3.4285714626312,0,1.4444444179535,1.0,3.25,4.0,1.0,7,4.8000001907349,2.3333332538605,5.1999998092651,4.0,7.0,6.0,7.0,20970.0,2.0,,1.0,21336.0,1.0,
154227533,1,0.5771481124646,2016,2,3,2,5,1.0,,1,9,4,25.5427395838,0.0,7.0,8.0,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,,,,1.0,1.0,2.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,14.0,11.0,99.0,15.0,35.0,99.0,99.0,5.0,,,3.0,,,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,2.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,97.0,3.0,97,30.0,36.0,5.0,3.0,3.0,4.0,4.0,97.0,4.0,1.0,1.0,4.0,4.0,1.0,,,,,,,,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,8.0,,,1.0,1.0,3.0,1.0,1.0,,,,,2.0,3.0,,,,,,,7.0,4.0,7.0,1.0,1.0,1.0,2.0,,,,,,,,,,,3.0,9.0,11.0,4.0,1.0,7,7,7,1,6,1,1,1,1,39,4,2.0,7.0,7,7,0.0,3.0,0,0,0,3,1,0,0,0,0,0,1,1,4,3,2.2857143878937,7,2.3333332538605,3.3333332538605,2.0,2.2000000476837,2.5999999046326,2,6.1999998092651,3.8333332538605,5.2666668891907,1.0,1.0,1.0,1.0,,,,,,,
